Segment_ID,Answer.sentiment
--qXJuDtHPw5,1.0
-3g5yACwYnA10,1.0
-3g5yACwYnA13,0.6666666666666666
-3g5yACwYnA2,0.0
-3g5yACwYnA3,0.0
-3g5yACwYnA4,1.0
-3g5yACwYnA9,0.6666666666666666
-3nNcZdcdvU0,0.3333333333333333
-3nNcZdcdvU2,1.0
-3nNcZdcdvU5,0.0
-571d8cVauQ0,0.0
-571d8cVauQ3,-0.6666666666666666
-571d8cVauQ5,0.3333333333333333
-6rXp3zJ3kc3,0.0
-6rXp3zJ3kc8,-1.0
-6rXp3zJ3kc9,0.3333333333333333
-AUZQgSxyPQ2,0.6666666666666666
-Alixo7euuU0,0.0
-Alixo7euuU1,0.0
-Alixo7euuU13,1.0
-Alixo7euuU16,0.3333333333333333
-Alixo7euuU17,-0.3333333333333333
-Alixo7euuU19,0.0
-Alixo7euuU2,0.6666666666666666
-Alixo7euuU20,-0.3333333333333333
-Alixo7euuU23,0.6666666666666666
-Alixo7euuU25,0.6666666666666666
-Alixo7euuU26,0.0
-Alixo7euuU28,0.3333333333333333
-Alixo7euuU31,1.0
-Alixo7euuU7,0.6666666666666666
-Eqdz5y4pEY5,-0.3333333333333333
-HeZS2-Prhc1,1.3333333333333333
-HeZS2-Prhc2,0.6666666666666666
-HeZS2-Prhc5,1.0
-HeZS2-Prhc8,-0.6666666666666666
-HvKLjmsO5U5,1.3333333333333333
-HvKLjmsO5U6,1.0
-IUUR2yyNbw1,0.3333333333333333
-IUUR2yyNbw13,0.0
-IUUR2yyNbw19,0.3333333333333333
-IUUR2yyNbw3,0.3333333333333333
-IUUR2yyNbw6,0.0
-I_e4mIh0yE1,-0.6666666666666666
-I_e4mIh0yE3,0.6666666666666666
-I_e4mIh0yE4,-0.6666666666666666
-IqSFQePnpU0,0.0
-KCahx2qBOI10,-0.3333333333333333
-KCahx2qBOI4,0.0
-KCahx2qBOI9,0.0
-LnuDPiuuZw0,0.3333333333333333
-LnuDPiuuZw1,0.3333333333333333
-LnuDPiuuZw2,1.0
-LnuDPiuuZw7,1.3333333333333333
-MeTTeMJBNc0,0.3333333333333333
-MeTTeMJBNc13,0.3333333333333333
-MeTTeMJBNc2,0.0
-MeTTeMJBNc7,1.3333333333333333
-RfYyzHpjk411,2.0
-RfYyzHpjk42,0.3333333333333333
-RfYyzHpjk48,0.3333333333333333
-RfYyzHpjk49,0.0
-SYSVSQnTnA0,1.6666666666666667
-SYSVSQnTnA1,-0.3333333333333333
-SYSVSQnTnA3,1.0
-THoVjtIkeU0,1.6666666666666667
-THoVjtIkeU1,1.6666666666666667
-THoVjtIkeU10,-0.3333333333333333
-THoVjtIkeU11,2.3333333333333335
-THoVjtIkeU12,2.0
-THoVjtIkeU2,1.3333333333333333
-THoVjtIkeU6,2.6666666666666665
-THoVjtIkeU8,1.0
-UUCSKoHeMA0,0.0
-UUCSKoHeMA10,-0.3333333333333333
-UUCSKoHeMA2,0.0
-UUCSKoHeMA9,0.6666666666666666
-UacrmKiTn410,-0.6666666666666666
-UacrmKiTn44,-1.3333333333333333
-UacrmKiTn46,0.0
-UacrmKiTn47,0.3333333333333333
-ZgjBOA1Yhw1,-0.3333333333333333
-ZgjBOA1Yhw2,-0.6666666666666666
-ZgjBOA1Yhw4,-0.3333333333333333
-ZgjBOA1Yhw5,0.3333333333333333
-ZgjBOA1Yhw7,0.3333333333333333
-ZgjBOA1Yhw8,0.0
-a55Q6RWvTA3,0.6666666666666666
-aNfi7CP8vM10,0.0
-aNfi7CP8vM7,0.0
-aqamKhZ1Ec0,-2.0
-aqamKhZ1Ec1,-0.6666666666666666
-aqamKhZ1Ec5,-0.3333333333333333
-bl5PfNIYrk1,1.0
-bl5PfNIYrk12,2.0
-bl5PfNIYrk15,1.6666666666666667
-bl5PfNIYrk4,1.0
-bl5PfNIYrk5,1.3333333333333333
-bl5PfNIYrk6,1.3333333333333333
-bl5PfNIYrk7,1.3333333333333333
-cEhr0cQcDM14,1.3333333333333333
-cEhr0cQcDM8,0.0
-cmk6cfUeMs0,0.6666666666666666
-cmk6cfUeMs1,0.6666666666666666
-dZ1TCboxcQ0,0.0
-dZ1TCboxcQ2,-0.3333333333333333
-dZ1TCboxcQ3,-0.3333333333333333
-dZ1TCboxcQ5,-0.6666666666666666
-dxfTGcXJoc0,1.0
-dxfTGcXJoc1,1.6666666666666667
-dxfTGcXJoc2,0.6666666666666666
-dxfTGcXJoc3,1.3333333333333333
-dxfTGcXJoc4,1.6666666666666667
-dxfTGcXJoc5,2.0
-dxfTGcXJoc6,0.6666666666666666
-dxfTGcXJoc7,1.0
-egA8-b7-3M1,0.6666666666666666
-egA8-b7-3M10,0.3333333333333333
-egA8-b7-3M13,0.3333333333333333
-egA8-b7-3M15,0.0
-egA8-b7-3M16,0.6666666666666666
-egA8-b7-3M17,0.3333333333333333
-egA8-b7-3M18,1.0
-egA8-b7-3M2,0.0
-egA8-b7-3M20,0.3333333333333333
-egA8-b7-3M23,0.0
-egA8-b7-3M24,1.3333333333333333
-egA8-b7-3M25,1.3333333333333333
-egA8-b7-3M26,1.6666666666666667
-egA8-b7-3M3,0.6666666666666666
-egA8-b7-3M5,0.3333333333333333
-egA8-b7-3M6,0.6666666666666666
-egA8-b7-3M9,0.3333333333333333
-hPfPhUIzfA1,1.6666666666666667
-hPfPhUIzfA2,0.6666666666666666
-hPfPhUIzfA4,0.6666666666666666
-hPfPhUIzfA5,1.0
-l_53IwQoj05,0.3333333333333333
-lqc32Zpr7M0,0.0
-lqc32Zpr7M10,0.3333333333333333
-lqc32Zpr7M18,-0.6666666666666666
-lqc32Zpr7M5,-0.6666666666666666
-lzEya4AM_410,-0.3333333333333333
-lzEya4AM_45,-0.6666666666666666
-lzEya4AM_46,-0.3333333333333333
-lzEya4AM_47,0.0
-lzEya4AM_49,0.6666666666666666
-m9KtvCk_L810,0.0
-m9KtvCk_L88,-0.3333333333333333
-m9KtvCk_L89,0.0
-o_667Ny7RM0,1.0
-qDkUB0GgYY5,2.0
-qDkUB0GgYY6,1.3333333333333333
-qDkUB0GgYY8,1.6666666666666667
-qMhGeJkp5o10,1.6666666666666667
-qMhGeJkp5o11,0.6666666666666666
-qMhGeJkp5o12,1.0
-qMhGeJkp5o2,1.6666666666666667
-qMhGeJkp5o3,0.6666666666666666
-qMhGeJkp5o4,1.6666666666666667
-qMhGeJkp5o5,0.0
-qMhGeJkp5o7,0.6666666666666666
-qMhGeJkp5o9,-1.3333333333333333
-rxZxtG0xmY0,-1.0
-rxZxtG0xmY2,0.0
-t217m2on-s2,0.6666666666666666
-t217m2on-s7,-0.6666666666666666
-tANM6ETl_M0,-0.6666666666666666
-tANM6ETl_M3,0.3333333333333333
